id,lemma,raw,sentiment,intensity
[20016],anxiety level,anxiety level,1,0.905
[20017],,,1,0.898
[20018],np panic attack uncontrollable anxiety fantasy sadness death,nP panic attacks uncontrollable anxiety fantasies sadness death,1,0.8959999999999999
[20019],first time nervous,first time nervous,1,0.8959999999999999
[20020],trump voter redstate despair,Trump voters redstate despair,1,0.8959999999999999
[20021],tooth long abscess dentist fear dentist,tooth long abscess dentist fear dentist,1,0.8959999999999999
[20022],much trouble funny side project nervous,much trouble funny side project nervous,1,0.8959999999999999
[20023],anxiety attack go,anxiety attack gon,1,0.8959999999999999
[20024],lonely phone respond people anxiety recluse issue,lonely phone respond people anxiety recluse issues,1,0.893
[20025],tattoo nervous,tattoo nervous,1,0.88
[20026],hive first time college final anxiety,hives first time college finals anxiety,1,0.88
[20027],sick stomach everytime video amp helicopter crew comment,sick stomach everytime video amp helicopter crew comments,1,0.875
[20028],mad track carpet frightened,mad track carpet frightened,1,0.875
[20029],minute nervous noise,minutes nervous noises,1,0.875
[20030],people talk need anxiety,people talk need anxiety,1,0.875
[20031],comment time omg,comments times omg,1,0.875
[20032],stuck amazing view sheer terror life,stuck amazing view sheer terror life,1,0.875
[20033],good nervous,good nervous,1,0.875
[20034],nervouswreck pileup,nervouswreck pileup,1,0.875
[20035],lol,lol,1,0.875
[20036],thank scary shit episode heart,thanks scary shit episode heart,1,0.875
[20037],momentum tense nervous feelsick,momentum tense nervous feelsick,1,0.875
[20038],jump bad dog bad total code brown favorite pant,jump Bad dog BAD Total code brown favorite pants,1,0.875
[20039],future mankind,future mankind,1,0.87
[20040],first day college nervous,First day college nervous,1,0.865
[20041],anxiety diagnosis ert,anxiety diagnosis ert,1,0.86
[20042],cry shake point parent calm tablet,cry shake point parents calm tablets,1,0.86
[20043],acupuncture today damn anxiety,acupuncture today damn anxiety,1,0.8540000000000001
[20044],selection election terrorism race riot rape,selection election terrorism race riots rape,1,0.8540000000000001
[20045],p4picture card crash nightmare,p4pictures card crashes nightmare,1,0.8540000000000001
[20046],worry,worry,1,0.8540000000000001
[20047],feeling know information bad test collegelife nervous,feeling know information bad test collegelife nervous,1,0.8540000000000001
[20048],hard time sleep several time afraid bug bite,hard time sleep several times afraid bugs bite,1,0.8540000000000001
[20049],arab terrorist fearful terrorist police daily basis,Arab terrorists fearful terrorist Police daily basis,1,0.8540000000000001
[20050],today horrible day,Today horrible day,1,0.8540000000000001
[20051],weekly riot terror attack dead persecution genocide,weekly riots terror attacks dead persecution genocide,1,0.8540000000000001
[20052],bad news life hard awful depression anxiety,bad news life hard awful depression anxiety,1,0.8540000000000001
[20053],mate nightmare,mate nightmare,1,0.8540000000000001
[20054],trump voter terrifying redstate,Trump voters terrifying redstate,1,0.8540000000000001
[20055],life long fear shit crawl,Life long fear shit crawls,1,0.8540000000000001
[20056],shamefull unequal dangerous worrying world terrorism shitworldforourkid,shamefull unequal dangerous worrying world terrorism shitworldforourkids,1,0.8540000000000001
[20057],thank scary shit episode heart,thanks scary shit episode heart,1,0.8540000000000001
[20058],work tmrw nervous lol,work tmrw nervous lol,1,0.8540000000000001
[20059],terrorist terrorism,terrorist terrorism,1,0.846
[20060],ban many people disabled veteran people anxiety iamkratom,ban many people disabled veterans people anxiety iamkratom,1,0.845
[20061],rest child fucking preschool elementary school gun violence,rest children fucking preschool elementary schools gun violence,1,0.84
[20062],attack katrinalaw jerk panic,attack katrinalaw jerk panic,1,0.833
[20063],hand death mommagrendel intimidation,hand death mommaGrendel intimidation,1,0.833
[20064],saga device tele time bake panic,Saga devices teles time bake panic,1,0.833
[20065],bad night sleep great cycle ride dmtfyp,worst night sleep great cycle ride DMTFYP,1,0.833
[20066],human doom anxiety,humans doom anxiety,1,0.833
[20067],therapist sexuality last frontier sure,therapist sexuality last frontier sure,1,0.833
[20068],nervous cold love life,nervous cold love life,1,0.833
[20069],horrible today,horrible today,1,0.833
[20070],death cutting despair,death cutting despair,1,0.833
[20071],terrible,terrible,1,0.833
[20072],jump bad dog bad total code brown favorite pant horror,jump Bad dog BAD Total code brown favorite pants horror,1,0.833
[20073],child shudder,child shudder,1,0.833
[20074],bridge,bridge,1,0.833
[20075],roommate talk scare,roommate talks scare,1,0.833
[20076],cry,cry,1,0.833
[20077],file load kill,file load kill,1,0.82
[20078],horrific,horrific,1,0.82
[20079],nervous first anatomy exam,nervous first anatomy exam,1,0.812
[20080],fact nervous want crawl hole,fact nervous want crawl hole,1,0.812
[20081],good old fashioned panic cry living room floor,good old fashioned panic cry living room floor,1,0.812
[20082],scared present front class severe anxiety r u sad depression,scared present front class severe anxiety r u sad depression,1,0.812
[20083],hand death mommagrendel,hand death mommaGrendel,1,0.812
[20084],war strategy ripe crush terror camp,war strategy ripe crush terror camps,1,0.812
[20085],test tonight nervous,test tonight nervous,1,0.812
[20086],interview crap many dumb dumb,interviews crap many dumb dumb,1,0.812
[20087],nervous tonight mufc,nervous tonight mufc,1,0.812
[20088],clown neighborhood creepy,CLOWN NEIGHBORHOOD creepy,1,0.812
[20089],clown neighborhood nightmare,CLOWN NEIGHBORHOOD nightmare,1,0.812
[20090],bloody hell calm black amp hairy carpet perilsoflivingalone,Bloody hell calm black amp hairy carpet perilsoflivingalone,1,0.812
[20091],frightened,frightened,1,0.81
[20092],wake fresh terror threat alert safety amp security city news,wake fresh terror threat alert safety amp security city news,1,0.8
[20093],nightmare sleep time,nightmare sleep time,1,0.8
[20094],ughh nightmare,ughh nightmare,1,0.797
[20095],alternate sleep full sleepless night sleepless anxiety notfair,alternate sleep full sleepless nights sleepless anxiety notfair,1,0.792
[20096],want cry shiver,want cry shiver,1,0.792
[20097],dream nightmare blackmarket,dream nightmare blackmarket,1,0.792
[20098],want cry shiver awful,want cry shiver awful,1,0.792
[20099],fake flinch litigious awful,fake flinch litigious awful,1,0.792
[20100],piss people hand hand visible life,pisses people Hands hands visible life,1,0.792
[20101],hand right,hands right,1,0.792
[20102],,,1,0.792
[20103],country safe house dangerous terror,country safe house dangerous terror,1,0.792
[20104],good luck job interview tomorrow nervous,good luck job interview tomorrow nervous,1,0.792
[20105],,,1,0.792
[20106],pumped interview nervous,pumped interview nervous,1,0.792
[20107],amityaffliction kind drive home work today nightmare dailyfeel,amityaffliction kind drive home work today nightmare dailyfeels,1,0.792
[20108],coworker wardrobe makeover fear fashion,coworkers wardrobe makeover fear fashion,1,0.792
[20109],scroll social medium father child nightmare everyday,scroll social media father child nightmare everyday,1,0.787
[20110],name anxiety,names anxiety,1,0.7759999999999999
[20111],bit time stress shy year aged redundant,bit times stress shy years aged redundant,1,0.7709999999999999
[20112],datum,data,1,0.7709999999999999
[20113],math,math,1,0.7709999999999999
[20114],round nightmare,round nightmare,1,0.7709999999999999
[20115],excalibater irl thing lonely,excalibater irl thing lonely,1,0.7709999999999999
[20116],afraid,afraid,1,0.7709999999999999
[20117],dswt madness shocking cold blooded murder long amp watch,DSWT madness shocking cold blooded murder long amp watch,1,0.7709999999999999
[20118],dream kidney blackmarket,dream kidney blackmarket,1,0.7709999999999999
[20119],book amp picture,book amp picture,1,0.7709999999999999
[20120],half way wood life nightmare,half way woods life nightmare,1,0.7709999999999999
[20121],selection election race riot rape,selection election race riots rape,1,0.7709999999999999
[20122],great flipping standstill freeway anxiety stepofftheledge youvegottobekiddingme,great Flipping standstill freeway anxiety stepofftheledge youvegottobekiddingme,1,0.763
[20123],arrive office day festival internet panic,arrive office day festival Internet panic,1,0.75
[20124],guy panic,guys panic,1,0.75
[20125],focal point war terrorism address violentextremism,focal points war terrorism address violentextremism,1,0.75
[20126],grim despair feeling self family year country year,Grim despair feeling self family years country years,1,0.75
[20127],passport safe problem safe panic,passport safe problem safe panic,1,0.75
[20128],one nervous,ones nervous,1,0.75
[20129],guardian realistic probability clown next,guardian realistic probability clown next,1,0.75
[20130],fuck horrific,fuck horrific,1,0.75
[20131],alditoharrod nervous man,AldiToHarrods nervous man,1,0.75
[20132],rsdeepsea people country whole country people,rsdeepsea people country whole country people,1,0.75
[20133],zionist terror kid nzionist innocence childhood jewish child,zionist terror kid nZionists innocence childhood Jewish children,1,0.75
[20134],people watch horror film,people watch horror films,1,0.75
[20135],hour sleep today fun day restless,hour sleep Today fun day restless,1,0.75
[20136],scary daytime,scariest daytime,1,0.742
[20137],reply human right country,reply human rights country,1,0.742
[20138],anxiety coping method hand stuff,anxiety coping methods hands stuff,1,0.74
[20139],nausea headache lol awful today,nausea headaches lol awful today,1,0.7290000000000001
[20140],interview afternoon,interview afternoon,1,0.7290000000000001
[20141],tomorrow day dye hair nervous excited,Tomorrow day dye hair nervous excited,1,0.7290000000000001
[20142],stuck spray position trash smell factory panic,stuck spray position trash smells factory panic,1,0.7290000000000001
[20143],federal complaint suspect bombing omit terror name,Federal complaint suspect bombings omit terror names,1,0.7290000000000001
[20144],budget car rental nationalcare nightmare,Budget car rental nationalcares nightmare,1,0.7290000000000001
[20145],pro academic writer anxiety writersblock,pro academic writers anxiety writersblock,1,0.7290000000000001
[20146],actual nightmare,actual nightmare,1,0.7290000000000001
[20147],week dreadful,weeks dreadful,1,0.7290000000000001
[20148],anxiety attack family meal,anxiety attack family meal,1,0.7290000000000001
[20149],big victim terrorism big creator terrorism,biggest victim terrorism biggest creator terrorism,1,0.7290000000000001
[20150],terror leader jump conclusion racial unrest silent,terror leaders jump conclusions racial unrest silent,1,0.7290000000000001
[20151],tired people worry fact,tired people worry fact,1,0.7290000000000001
[20152],aleppo city head terrorism regime amp right bomb,Aleppo city head terrorism regime amp right bombs,1,0.7290000000000001
[20153],bloody hell calm black amp hairy carpet perilsoflivingalone nervous,Bloody hell calm black amp hairy carpet perilsoflivingalone nervous,1,0.7290000000000001
[20154],well moment panic opportunity,better moment panic opportunity,1,0.7290000000000001
[20155],grandad hometown last night terrible news hope,grandad hometown last night terrible news hope,1,0.7290000000000001
[20156],reality form endless tragedy frightened repeat,reality form endless tragedies frightened repeat,1,0.7290000000000001
[20157],55am hungry food panic,55am hungry food panic,1,0.723
[20158],interview next month nervous,interview next month nervous,1,0.72
[20159],allytheripper horror movie frightened child e movie,AllyTheRipper horror movie frightened child e movies,1,0.72
[20160],butter wall,butter walls,1,0.708
[20161],afraid thing,afraid things,1,0.708
[20162],MEAIndia terror attack,MEAIndia terror attack,1,0.708
[20163],fear,fear,1,0.708
[20164],big threat stability climatechange food water terrorism,Biggest THREAT STABILITY climatechange food water terrorism,1,0.708
[20165],p4picture card crash,p4pictures card crashes,1,0.708
[20166],doctor flower extract relieve anxiety reduce panic attack,doctor flower extract relieve anxiety reduce panic attacks,1,0.708
[20167],nervous attractive guy talk person habit,nervous attractive guy talk person habit,1,0.708
[20168],rioter current administration terrorism stop,rioters current administration terrorism stop,1,0.708
[20169],well kid letting,better kid letting,1,0.708
[20170],terror camp 20th night,terror camp 20th night,1,0.708
[20171],horrific situation bad trump vote,horrific situations worse trump vote,1,0.708
[20172],story afraid terror anniversary,story afraid terror anniversary,1,0.708
[20173],husband apartment nightmare airbnbnightmare,husband apartment nightmare airbnbnightmare,1,0.708
[20174],issue effort amount fearful,Issue effort amount fearful,1,0.708
[20175],fear scary fear face fade courage,fears scarier fear face fade courage,1,0.705
[20176],anxiety,anxiety,1,0.705
[20177],hour work cantsleep nervous,hours work cantsleep nervous,1,0.7
[20178],husband apartment airbnbnightmare,husband apartment airbnbnightmare,1,0.7
[20179],tomorrow challenge fresher fair stranger new flat key anxiety,Tomorrow challenge freshers fair STRANGERS new flat keys anxiety,1,0.7
[20180],people,people,1,0.698
[20181],horror horror,horror horror,1,0.696
[20182],much clutter brain recent little change panic,much clutter brain recent little changes panic,1,0.693
[20183],video post,videos post,1,0.688
[20184],colinkapernick terrorism riot,colinkapernick terrorism riots,1,0.688
[20185],afraid fight imagine head,afraid fight imagine head,1,0.688
[20186],cry nightmare,cry nightmare,1,0.688
[20187],morgue positive horrible,morgue positive horrible,1,0.688
[20188],bad nightmare,worst nightmare,1,0.688
[20189],bad news life hard awful depression,bad news life hard awful depression,1,0.688
[20190],tomorrow pizza nervous,tomorrow pizza nervous,1,0.688
[20191],date box pure panic excuse,Dates box pure panic excuse,1,0.688
[20192],smart meter power company month daft bill visit nightmare,smart meter power company months daft bills visits nightmare,1,0.688
[20193],attack katrinalaw jerk,attack katrinalaw jerk,1,0.688
[20194],parent fear,parents fear,1,0.688
[20195],interview today nervous excited interview jobinterview,interview today nervous excited interview jobinterview,1,0.688
[20196],bear coyote idea wolf fearful meadow pine,bears coyotes idea wolves fearful meadow pines,1,0.688
[20197],siggyflicker whispernghope bad naive ou bad,siggyflicker whispernghope bad naive ou worst,1,0.688
[20198],lonely bad lonely empty loneliness aloneinthecity,lonely worse lonely empty Loneliness aloneinthecity,1,0.688
[20199],exact emoji moment panic,exact emoji moment panic,1,0.688
[20200],u violence support constitution violation,u violence support constitution violations,1,0.688
[20201],,,1,0.688
[20202],freaky movie horror scary,freaky movie horror scary,1,0.688
[20203],dimension sure horror,Dimension sure horror,1,0.688
[20204],death unreliable square root,death unreliable square root,1,0.688
[20205],thank,thanks,1,0.688
[20206],TerrorStatePak r navazsharif post graduate distinction student university terrorism spare,TerrorStatePak r navazsharif post graduate distinction student university terrorism spare,1,0.688
[20207],cross border terrorism solution narendramodi,cross border terrorism solution narendramodi,1,0.688
[20208],45am hospital water panic,45am hospital waters panic,1,0.688
[20209],first time series year last nightmare,first time series years last nightmare,1,0.688
[20210],idea afraid share,ideas afraid share,1,0.688
[20211],,,1,0.688
[20212],ban many people disabled veteran people,ban many people disabled veterans people,1,0.685
[20213],speech world role terrorism,speech world role terrorism,1,0.685
[20214],hella hot nervous,hella hot nervous,1,0.68
[20215],realdonaldtrump taxis immediate danger answer afraid,realDonaldTrump taxes immediate danger answer afraid,1,0.667
[20216],malice brother sibling,malice brothers siblings,1,0.667
[20217],today alarm unprepared professor student emergency protocol,Today alarm unprepared professors students emergency protocols,1,0.667
[20218],much terror leader difference leader terrorist,much terror leader difference leader terrorist,1,0.667
[20219],restless,restless,1,0.667
[20220],song turn radio silence awful,song turn radio silence awful,1,0.667
[20221],human doom,humans doom,1,0.667
[20222],afraid sardesairajdeep war pakistanmustpay,afraid sardesairajdeep war PakistanMustPay,1,0.667
[20223],momentum tense feelsick excited,momentum tense feelsick excited,1,0.667
[20224],arm race horrific refugee crisis,arms race horrific refugee crisis,1,0.667
[20225],documentary nightmare dream dreamornightmare,documentary nightmare dream dreamornightmare,1,0.667
[20226],world terrorism terrorist school terrorist teacher father terrorist motherland,World terrorism Terrorist school terrorist teacher father terrorist motherland,1,0.667
[20227],doesn t discourage terror,DOESN T discourage terror,1,0.667
[20228],ashamed ally civilian war terror,ashamed ally civilians war terror,1,0.667
[20229],terror test,terror test,1,0.667
[20230],awful,awful,1,0.667
[20231],article church nervous,article church nervous,1,0.667
[20232],file part binary chemical weapon brain fear neurological uscitizen mammal,Files part binary chemical weapon brain fear neurological USCitizens mammal,1,0.667
[20233],massive argument alarm today fix tomorrow morning,massive argument alarm today fix tomorrow morning,1,0.667
[20234],runway min hour food water awful,runway mins hours food water awful,1,0.667
[20235],angry oompa nightmare,angry oompa nightmare,1,0.667
[20236],shaming vast sanction terror state wait other amp courage,shaming vast sanctions terror state wait Others amp COURAGE,1,0.667
[20237],statement country terror main threat peace,statement countries terror main threat peace,1,0.667
[20238],prob,prob,1,0.667
[20239],body cantsleep,body cantsleep,1,0.667
[20240],slide shy shy,slide shy shy,1,0.667
[20241],terrible local fish chip place terrible,terrible local fish chip place terrible,1,0.667
[20242],cowardliness blatant time act terror,cowardliness blatant time act terror,1,0.667
[20243],chickofbeauty rioting fire business terrorism,ChickOfBeauty rioting fire business terrorism,1,0.6629999999999999
[20244],terrorism indian spy agent force,terrorism Indian spy agent forces,1,0.66
[20245],tired people misogynistic religion coincidence muslim country terrible woman,Tired people misogynistic religions coincidence Muslim countries terrible women,1,0.66
[20246],question want despair convinced thing,questions want despair convinced things,1,0.66
[20247],dfkm1970 tomddumba struggle young generation,dfkm1970 tomddumba struggle younger generation,1,0.66
[20248],right civil war terrorism fancy chance,right Civil war terrorism fancy chances,1,0.66
[20249],youngleader terrorism,youngleader terrorism,1,0.66
[20250],absurd future country wakeupcall,absurd future country wakeupcall,1,0.657
[20251],absurd future country despair,absurd future country despair,1,0.655
[20252],word radical islamic terrorist terror group weapon,words radical Islamic terrorist terror groups weapons,1,0.6459999999999999
[20253],update apprehensive,update apprehensive,1,0.6459999999999999
[20254],panic attack call mad word people,panic attack CALL mad words people,1,0.6459999999999999
[20255],boy nightmare,boy nightmare,1,0.6459999999999999
[20256],house basic requirement option,houses basic requirements options,1,0.6459999999999999
[20257],terrorism islambacon,terrorism islambacon,1,0.6459999999999999
[20258],afraid bad terrorism,afraid bad terrorism,1,0.6459999999999999
[20259],mbrandreth course day potential nervous proud,mbrandreth course day potential nervous proud,1,0.6459999999999999
[20260],bad whole first month unit test,worst whole first month unit test,1,0.6459999999999999
[20261],city kit dreadful,city kit dreadful,1,0.6459999999999999
[20262],raisingtheboss country government oligarchs fear tactic,RaisingTheBoss country government oligarchs fear tactics,1,0.6459999999999999
[20263],chickofbeauty rioting fire business,ChickOfBeauty rioting fire business,1,0.6459999999999999
[20264],alarm tomorrow,alarm tomorrow,1,0.6459999999999999
[20265],fair,fair,1,0.6459999999999999
[20266],awkward timid,awkward timid,1,0.6459999999999999
[20267],rooney dear dear dreadful,Rooney dear dear dreadful,1,0.6459999999999999
[20268],rsdeepsea people country whole country people,rsdeepsea people country whole country people,1,0.6459999999999999
[20269],ajenew ohh sense terror stone vandalizing ppl protest,AJENews ohh sense terror stone vandalizing ppl protests,1,0.6459999999999999
[20270],realdonaldtrump taxis immediate danger answer,realDonaldTrump taxes immediate danger answer,1,0.6459999999999999
[20271],unruly kid morning bed root parent shocking,Unruly kids morning beds roots parents shocking,1,0.6459999999999999
[20272],panic,panic,1,0.6459999999999999
[20273],constant ongoing horror,constant ongoing horror,1,0.6459999999999999
[20274],,,1,0.6459999999999999
[20275],whitepeople afraid large blackman,whitepeople afraid large blackmen,1,0.6459999999999999
[20276],ismashfizzle time ginger candy peppermint oil band anxiety,iSmashFizzle time ginger candy peppermint oil bands anxiety,1,0.6459999999999999
[20277],nswtaxi many sex case u guy shocking consumer unregulated,nswtaxi many sex cases u guys shocking consumer unregulated,1,0.6459999999999999
[20278],getpakistantv concern issue,getPakistanTV concern Issue,1,0.6459999999999999
[20279],democracy work mob,Democracy work mob,1,0.644
[20280],slide shy,slide shy,1,0.64
[20281],rusty metaltigerplc price sensitive news sensitive news shocking,rusty metaltigerplc Price sensitive news Sensitive news shocking,1,0.637
[20282],stuck spray position trash smell factory,stuck spray position trash smells factory,1,0.632
[20283],bad part terrorism terror one nationalsecurity disaster,bad part terrorism terror ones nationalsecurity disaster,1,0.63
[20284],training messy choosefreedom,training messy choosefreedom,1,0.63
[20285],,,1,0.625
[20286],pumped interview,pumped interview,1,0.625
[20287],shocking,shocking,1,0.625
[20288],terror,terror,1,0.625
[20289],panic,panic,1,0.625
[20290],body cantsleep,body cantsleep,1,0.625
[20291],individual intimidate issue issue limit,individual intimidate issue ISSUES limits,1,0.625
[20292],sure comparison method civilian terror attack,sure comparison methods civilians terror attacks,1,0.625
[20293],smart meter power company month daft bill visit,smart meter power company months daft bills visits,1,0.625
[20294],phone shy,phone shy,1,0.625
[20295],country approach terrorism pakistani terrorism martyrsnotbeggar,country approach terrorism pakistani terrorism MartyrsNotBeggars,1,0.625
[20296],support muslim immigration cos perceive risk islamist ideology terrorism high,support Muslim immigration cos perceive risk Islamist ideology terrorism high,1,0.625
[20297],today extra extra sure frightened white conservative racist vote,today extra extra sure frightened white conservative racist votes,1,0.625
[20298],email draft,email draft,1,0.625
[20299],,,1,0.625
[20300],death cutting,death cutting,1,0.625
[20301],well trump ramble awful awful,better Trump ramble awful awful,1,0.625
[20302],liscence,liscence,1,0.625
[20303],today restless,Today restless,1,0.625
[20304],twinninglife111 cupidpoetry thing yesterday panic,TwinningLife111 cupidpoetry thing yesterday panic,1,0.625
[20305],force democracy freedom right polygamy,force democracy freedom rights polygamy,1,0.625
[20306],pause word nabandonment fresh tip tongue,pause words nabandonment fresh tips tongues,1,0.625
[20307],horror,horror,1,0.625
[20308],half way wood life,half way woods life,1,0.625
[20309],girl hairy arm scare,Girls hairy arms scare,1,0.625
[20310],concede nightmare,concede nightmare,1,0.625
[20311],horror movie tonight life game gameover,horror movie tonight life game gameover,1,0.621
[20312],post birthday full research mode tomorrow way,post birthday full research mode tomorrow way,1,0.62
[20313],addition fiction page daunting,addition fiction pages daunting,1,0.62
[20314],bad airline worstairline shocking dire dismal beyondajoke useless,worst airline worstairline shocking dire dismal beyondajoke useless,1,0.62
[20315],thing dire win bbcfootball,Things dire win bbcfootball,1,0.619
[20316],much trouble funny side project,much trouble funny side project,1,0.616
[20317],sad school,sad school,1,0.616
[20318],late night thought restless,Late night thoughts restless,1,0.615
[20319],agent inauthentic sister amp alive bad socialanxiety anxiety,agent inauthentic sister amp alive bad socialanxiety anxiety,1,0.604
[20320],,,1,0.604
[20321],man weight panic,man weight panic,1,0.604
[20322],horrible,horrible,1,0.604
[20323],great fear dog fear door,greatest fear dogs fear door,1,0.604
[20324],complete nightmare reason northampton attack,complete nightmare reason Northamptons attacks,1,0.604
[20325],ms_asia_pacific huffpostpol grad shiver shallowness argument,Ms_Asia_Pacific HuffPostPol grad shiver shallowness arguments,1,0.604
[20326],racism,racism,1,0.604
[20327],overtime nervous,Overtime nervous,1,0.604
[20328],relationship network enough evidence pakistan terrorism,relationship network enough evidence Pakistan terrorism,1,0.604
[20329],bad night sleep great cycle ride dmtfyp apprehension,worst night sleep great cycle ride DMTFYP apprehension,1,0.604
[20330],training messy fearful cutoff choosefreedom,training messy fearful cutoff choosefreedom,1,0.604
[20331],mum scream horror suchagirl,mum scream horror suchagirl,1,0.604
[20332],nightmare,nightmare,1,0.604
[20333],entire team coach scared,entire team coaches scared,1,0.604
[20334],racism dismayed,racism dismayed,1,0.604
[20335],trumpeter vacant viper landscape playing gear fearful afraid,trumpeter vacant viper landscape playing gears fearful afraid,1,0.604
[20336],ticket evening show ticket panic hoy,tickets evening show tickets panic hoys,1,0.604
[20337],tattoo,tattoo,1,0.604
[20338],people communism,people communism,1,0.604
[20339],intimidate freshman half tall,intimidate freshman half taller,1,0.604
[20340],fuck afraid,fuck afraid,1,0.604
[20341],guardian realistic probability clown next,guardian realistic probability clown next,1,0.604
[20342],act terror group type cross border terror mea,act terror groups types cross border terror MEA,1,0.604
[20343],round panic pcola,Round panic pcola,1,0.604
[20344],term terrorism many form opinion form terrorism world injustice,term terrorism many forms opinion form terrorism world injustice,1,0.604
[20345],malin surging run decent game neutral nervous Lewes_cfc fan,Malins surging run Decent game neutral nervous Lewes_cfc fans,1,0.6
[20346],article horror story sick chavs key,article horror story sick chavs key,1,0.6
[20347],fact presidential candidate way high peer,fact presidential candidate way higher peers,1,0.595
[20348],afraid,afraid,1,0.5920000000000001
[20349],amp indian activist demonstration headquarters terror,amp Indian activists demonstrations headquarters terror,1,0.59
[20350],agent inauthentic sister amp alive bad socialanxiety,agent inauthentic sister amp alive bad socialanxiety,1,0.588
[20351],sickness bug awful,Sickness bug awful,1,0.583
[20352],alarming,alarming,1,0.583
[20353],bad worth bad con year terrible,worst worth worst cons years terrible,1,0.583
[20354],home heart little island birth amp good,Home heart little island birth amp good,1,0.583
[20355],gratitude sadness frustration race anger racism hopeful earth,gratitude sadness frustration race anger racism hopeful earth,1,0.583
[20356],anxiety normal essential skill survivor,anxiety normal essential skill survivor,1,0.583
[20357],,,1,0.583
[20358],girl,girl,1,0.583
[20359],dimension sure,Dimension sure,1,0.583
[20360],police straight jail,police straight jail,1,0.583
[20361],MEAIndia terror attack,MEAIndia terror attack,1,0.583
[20362],peace war terror state,peace war terror states,1,0.583
[20363],awful way way nightmare male narcissist,awful ways way nightmare male narcissist,1,0.583
[20364],secondary soft marshmallow horrible,Secondary soft marshmallow horrible,1,0.583
[20365],muslims principle victim More hand terrorist,Muslims principle victims More hands terrorists,1,0.583
[20366],angelino horrific,Angelino horrific,1,0.583
[20367],kill u,kill u,1,0.583
[20368],car crash traffic horrid,car crash traffic horrid,1,0.583
[20369],gun stupid scare tactic gun sale,guns stupid scare tactics gun sales,1,0.583
[20370],punch wall time window bad product,punch wall time windows worst product,1,0.583
[20371],terrorism task uriattack,terrorism task uriattacks,1,0.583
[20372],house basic requirement,houses basic requirements,1,0.583
[20373],saga device tele time,Saga devices teles time,1,0.583
[20374],home heart little island birth amp good restless,Home heart little island birth amp good restless,1,0.583
[20375],real country purge chopper low cower hour,real country purge choppers low cower hours,1,0.583
[20376],appropriate first secretary permanent mission demolition terror state renunciation bit,Appropriate first secretary permanent mission demolition terror state renunciation bit,1,0.583
[20377],fright night,fright night,1,0.583
[20378],terror terror speech,terror terror speech,1,0.583
[20379],,,1,0.583
[20380],foot victim protest skeptical official story,FEET victim protest skeptical official story,1,0.583
[20381],arrive office day festival internet,arrive office day festival Internet,1,0.583
[20382],alternate sleep full sleepless night sleepless insomnia notfair,alternate sleep full sleepless nights sleepless insomnia notfair,1,0.583
[20383],start disaster amp header,start disaster amp header,1,0.583
[20384],absolute hope absolute despair,absolute hope absolute despair,1,0.583
[20385],appearance next week month today shocking badservice,appearance next week months today shocking badservice,1,0.583
[20386],roommate foot avoid germ guy roommate foot girl,roommate foot avoid germs guy roommate feet girl,1,0.583
[20387],tomorrow challenge fresher fair stranger new flat key,Tomorrow challenge freshers fair STRANGERS new flat keys,1,0.58
[20388],knife toaster,knife toaster,1,0.5760000000000001
[20389],old lady,old lady,1,0.574
[20390],People protest amp riot amp unacceptable,People protest amp riot amp unacceptable,1,0.5710000000000001
[20391],percentage teacher year thoughtful bone body b interesting yr,percentage teachers year thoughtful bone bodies b interesting yr,1,0.565
[20392],4yo gothcore music anxiety amp sigh momlife,4yo gothcore music anxiety amp sigh momlife,1,0.562
[20393],low self worth self righteous delusion thought change change inevitable,low self worth Self righteous delusions thought change Change inevitable,1,0.562
[20394],many short confidence shy,many short confidence shy,1,0.562
[20395],deep concern suspension reactivate t role support,deep concern suspension reactivate T roles Support,1,0.562
[20396],impression frisk concern many rein,impression frisk concern many rein,1,0.562
[20397],horrific,horrific,1,0.562
[20398],focus issue ihfokids intimidation meaindia ministrywcd,focus issue IHFOKids intimidation MEAIndia MinistryWCD,1,0.562
[20399],foot victim protest skeptical official story,FEET victim protest skeptical official story,1,0.562
[20400],police straight jail awful,police straight jail awful,1,0.562
[20401],elder community hour assignment apprehensive,elder community hours assignment apprehensive,1,0.562
[20402],taoist_skeptic politicususa afraid minority woman,Taoist_Skeptic politicususa afraid minorities women,1,0.562
[20403],rich morning poor sleepy sad needsmoresleep,rich morning poor sleepy sad needsmoresleep,1,0.562
[20404],bad situation great mate despair humanity,bad situation great mate despair humanity,1,0.562
[20405],shoutout vzwsupport order horrible,Shoutout VZWSupport order horrible,1,0.562
[20406],next month worry course,Next month worry courses,1,0.562
[20407],athlete social justice equality,athlete social justice equality,1,0.562
[20408],tylerhower sense puckish cooperation,tylerhower sense puckish cooperation,1,0.562
[20409],,,1,0.562
[20410],fleurrbie sorry dreadful pun,fleurrbie sorry dreadful puns,1,0.562
[20411],heart flutter,heart flutter,1,0.562
[20412],shd b day expressscript horrible,shd b days expressscripts horrible,1,0.562
[20413],dire need worship session,dire need worship session,1,0.562
[20414],concern mine big name fa big potential fa clear franchise,concern mine big name FA big potential FA clear franchise,1,0.562
[20415],replace carpet shocking,replace carpet shocking,1,0.562
[20416],everyday gay panic guy crack paper towel total incomprehension,Everyday gay panic guy cracks paper towels TOTAL INCOMPREHENSION,1,0.562
